0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,9.081927997814600584e-01
1.000000000000000000e+01,8.727142291265308494e-01
1.500000000000000000e+01,8.232675923475608615e-01
2.000000000000000000e+01,7.436907296374023479e-01
2.500000000000000000e+01,7.116734385027004839e-01
3.000000000000000000e+01,6.726175807853925770e-01
3.500000000000000000e+01,6.247125821368364473e-01
4.000000000000000000e+01,6.154894751109620810e-01
4.500000000000000000e+01,5.911419411212868180e-01
5.000000000000000000e+01,5.819844229784083556e-01
5.500000000000000000e+01,5.527631130721332164e-01
6.000000000000000000e+01,5.501149449374208578e-01
6.500000000000000000e+01,5.179284145021945118e-01
7.000000000000000000e+01,5.237259852757583101e-01
7.500000000000000000e+01,4.878772039451940157e-01
8.000000000000000000e+01,5.112365393130002822e-01
8.500000000000000000e+01,4.709553997292276195e-01
9.000000000000000000e+01,4.677557025919453770e-01
9.500000000000000000e+01,4.737209193690059550e-01
1.000000000000000000e+02,4.610657885626994745e-01
1.050000000000000000e+02,4.530779839805737508e-01
1.100000000000000000e+02,4.538378019235849714e-01
1.150000000000000000e+02,4.479194957316152692e-01
1.200000000000000000e+02,4.424192380427905413e-01
1.250000000000000000e+02,4.380474189797441964e-01
1.300000000000000000e+02,4.273494227615500241e-01
1.350000000000000000e+02,4.249233124046075671e-01
1.400000000000000000e+02,4.275550037892543731e-01
1.450000000000000000e+02,4.223974997093692951e-01
1.500000000000000000e+02,4.145491811863113440e-01
1.550000000000000000e+02,4.176573932840927372e-01
1.600000000000000000e+02,4.184281021080563101e-01
1.650000000000000000e+02,4.125502256001591372e-01
1.700000000000000000e+02,4.060354483042459828e-01
1.750000000000000000e+02,4.055419367637875805e-01
1.800000000000000000e+02,4.065597604675884602e-01
1.850000000000000000e+02,4.056076281170710729e-01
1.900000000000000000e+02,4.025657333429730755e-01
1.950000000000000000e+02,4.075088289834549182e-01
2.000000000000000000e+02,4.041629780265411087e-01
2.050000000000000000e+02,4.010864164907392837e-01
2.100000000000000000e+02,3.979041749468484879e-01
2.150000000000000000e+02,3.968666682462804185e-01
2.200000000000000000e+02,3.991660097558920040e-01
2.250000000000000000e+02,4.011047640667759207e-01
2.300000000000000000e+02,3.977461276668586287e-01
2.350000000000000000e+02,3.964915940384478032e-01
2.400000000000000000e+02,3.944594920605390964e-01
2.450000000000000000e+02,3.908066396115656982e-01
2.500000000000000000e+02,3.949737189942827409e-01
2.550000000000000000e+02,3.909267549221368543e-01
2.600000000000000000e+02,3.890960049280015598e-01
2.650000000000000000e+02,3.889640194023077924e-01
2.700000000000000000e+02,3.881042698056826890e-01
2.750000000000000000e+02,3.861329351095928453e-01
2.800000000000000000e+02,3.889704253650049237e-01
2.850000000000000000e+02,3.863632845558499507e-01
2.900000000000000000e+02,3.850895655469794288e-01
2.950000000000000000e+02,3.829797130459903221e-01
3.000000000000000000e+02,3.834178009156105071e-01
3.050000000000000000e+02,3.862583115539592882e-01
3.100000000000000000e+02,3.845755523957438693e-01
3.150000000000000000e+02,3.822157929605802251e-01
3.200000000000000000e+02,3.816334728554357514e-01
3.250000000000000000e+02,3.811452094357531961e-01
3.300000000000000000e+02,3.806444382100745982e-01
3.350000000000000000e+02,3.821477990914936562e-01
3.400000000000000000e+02,3.833281968895885239e-01
3.450000000000000000e+02,3.771383790415402393e-01
3.500000000000000000e+02,3.762090012919176996e-01
3.550000000000000000e+02,3.762160482178015797e-01
3.600000000000000000e+02,3.784312115788469044e-01
3.650000000000000000e+02,3.757179109473606227e-01
3.700000000000000000e+02,3.749118680868602782e-01
3.750000000000000000e+02,3.759567925816716394e-01
3.800000000000000000e+02,3.756628623721575133e-01
3.850000000000000000e+02,3.739642514492764191e-01
3.900000000000000000e+02,3.750483619549943581e-01
3.950000000000000000e+02,3.744023145145987663e-01
4.000000000000000000e+02,3.735679853813226869e-01
4.050000000000000000e+02,3.735493057375707249e-01
4.100000000000000000e+02,3.759491239045896771e-01
4.150000000000000000e+02,3.731124853904768668e-01
4.200000000000000000e+02,3.728711512641833536e-01
4.250000000000000000e+02,3.735830972534603389e-01
4.300000000000000000e+02,3.743494949260348093e-01
4.350000000000000000e+02,3.725296369859636969e-01
4.400000000000000000e+02,3.708970397621431658e-01
4.450000000000000000e+02,3.697065862518929547e-01
4.500000000000000000e+02,3.713077047428398059e-01
4.550000000000000000e+02,3.725870532722714845e-01
4.600000000000000000e+02,3.714932656645557052e-01
4.650000000000000000e+02,3.686814762159859593e-01
4.700000000000000000e+02,3.691514724259034042e-01
