0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,8.471936638069691439e-01
1.000000000000000000e+01,8.661991058192518578e-01
1.500000000000000000e+01,8.470963689828688858e-01
2.000000000000000000e+01,8.280486777117513908e-01
2.500000000000000000e+01,8.256238256994019586e-01
3.000000000000000000e+01,8.295006898915104898e-01
3.500000000000000000e+01,8.144708862928982107e-01
4.000000000000000000e+01,8.149434286713277409e-01
4.500000000000000000e+01,8.109109420773341625e-01
5.000000000000000000e+01,7.969960153902270195e-01
5.500000000000000000e+01,8.069947132640473697e-01
6.000000000000000000e+01,8.025704308288933442e-01
6.500000000000000000e+01,7.911861878938319936e-01
7.000000000000000000e+01,7.903206494629424483e-01
7.500000000000000000e+01,7.830304105272554160e-01
8.000000000000000000e+01,7.704722981554141814e-01
8.500000000000000000e+01,7.738993207597336665e-01
9.000000000000000000e+01,7.733864595510647755e-01
9.500000000000000000e+01,7.705835077885823114e-01
1.000000000000000000e+02,7.667026068131304051e-01
1.050000000000000000e+02,7.683439634520808914e-01
1.100000000000000000e+02,7.628169776057873719e-01
1.150000000000000000e+02,7.604391876168222764e-01
1.200000000000000000e+02,7.640891768810067486e-01
1.250000000000000000e+02,7.587044002818873478e-01
1.300000000000000000e+02,7.586069387466051195e-01
1.350000000000000000e+02,7.543328186846403050e-01
1.400000000000000000e+02,7.495825822029725805e-01
1.450000000000000000e+02,7.502975797006928849e-01
1.500000000000000000e+02,7.594852774296294573e-01
1.550000000000000000e+02,7.536157164791003060e-01
1.600000000000000000e+02,7.491066270692030571e-01
1.650000000000000000e+02,7.479779346030782650e-01
1.700000000000000000e+02,7.457845017041713209e-01
1.750000000000000000e+02,7.454014297180932003e-01
1.800000000000000000e+02,7.444038457186866742e-01
1.850000000000000000e+02,7.474936005434820174e-01
1.900000000000000000e+02,7.434230552535912029e-01
1.950000000000000000e+02,7.400582211531492316e-01
2.000000000000000000e+02,7.430419254529854189e-01
2.050000000000000000e+02,7.497306441791690146e-01
2.100000000000000000e+02,7.376407875916368706e-01
2.150000000000000000e+02,7.419203567179297742e-01
2.200000000000000000e+02,7.320546659666337108e-01
2.250000000000000000e+02,7.320555200440831412e-01
2.300000000000000000e+02,7.338586974427727672e-01
2.350000000000000000e+02,7.324826145303291458e-01
2.400000000000000000e+02,7.342284159555462209e-01
2.450000000000000000e+02,7.270752557614784672e-01
2.500000000000000000e+02,7.348571221836157630e-01
2.550000000000000000e+02,7.241970428888243605e-01
2.600000000000000000e+02,7.221069143097418319e-01
2.650000000000000000e+02,7.215187045271428401e-01
2.700000000000000000e+02,7.216945960224626644e-01
2.750000000000000000e+02,7.241069441174368126e-01
2.800000000000000000e+02,7.223967270202303892e-01
2.850000000000000000e+02,7.207766948305022181e-01
2.900000000000000000e+02,7.195454384731861941e-01
2.950000000000000000e+02,7.205580508322093625e-01
3.000000000000000000e+02,7.212934101797136011e-01
3.050000000000000000e+02,7.176095207318941016e-01
3.100000000000000000e+02,7.178063250633835990e-01
3.150000000000000000e+02,7.190871359071641100e-01
3.200000000000000000e+02,7.218332246265382057e-01
3.250000000000000000e+02,7.139526182945200583e-01
3.300000000000000000e+02,7.148719190072387875e-01
3.350000000000000000e+02,7.122127615259075117e-01
3.400000000000000000e+02,7.125399646365304651e-01
3.450000000000000000e+02,7.124773085954984042e-01
3.500000000000000000e+02,7.129632836139596641e-01
3.550000000000000000e+02,7.132406072683259435e-01
3.600000000000000000e+02,7.107203393603307440e-01
3.650000000000000000e+02,7.096188486510710547e-01
3.700000000000000000e+02,7.086642527714376305e-01
3.750000000000000000e+02,7.071158554022881626e-01
3.800000000000000000e+02,7.099344948423682577e-01
3.850000000000000000e+02,7.087930702615925505e-01
3.900000000000000000e+02,7.054068783161436818e-01
3.950000000000000000e+02,7.056584304604945901e-01
4.000000000000000000e+02,7.054526688660395228e-01
4.050000000000000000e+02,7.024506517537952854e-01
4.100000000000000000e+02,7.021074632909698465e-01
4.150000000000000000e+02,7.026822681503659407e-01
4.200000000000000000e+02,7.041187266862189986e-01
4.250000000000000000e+02,7.025124521221260965e-01
4.300000000000000000e+02,7.015914952703921070e-01
4.350000000000000000e+02,6.987697068197727956e-01
4.400000000000000000e+02,7.006064382407394264e-01
4.450000000000000000e+02,6.997575188747885422e-01
4.500000000000000000e+02,6.993624223623949865e-01
4.550000000000000000e+02,6.981001636992832937e-01
4.600000000000000000e+02,6.986725412840308902e-01
4.650000000000000000e+02,6.968888302010469715e-01
4.700000000000000000e+02,6.980631655228876076e-01
4.750000000000000000e+02,6.983803582304604074e-01
4.800000000000000000e+02,6.967964992378448130e-01
